Transaction_ID,Customer_ID,Merchant_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Payment_Channel,Device_Type,Risk_Score,Fraud_Type,Is_Fraud
TXN008829,CUST0376,MER014,2025-05-09,22:58:48,RTGS,97544,Net Banking,Tablet,42,None,No
TXN008830,CUST0580,MER019,2025-12-24,09:14:29,UPI,370,UPI,Laptop,5,None,No
TXN008831,CUST1721,MER033,2025-12-23,11:40:00,UPI,2749,UPI,Laptop,5,None,No
TXN008832,CUST1711,MER012,2025-08-01,12:11:42,Debit Card,91797,Debit Card,Laptop,40,None,No
TXN008833,CUST1977,MER009,2025-11-23,03:33:35,Net Banking,6772,UPI,Laptop,38,None,No
TXN008834,CUST0787,MER018,2025-01-15,04:08:16,Net Banking,5812,Credit Card,Tablet,36,None,No
TXN008835,CUST1086,MER014,2025-12-15,02:52:10,Net Banking,78660,Debit Card,Laptop,31,None,No
TXN008836,CUST1592,MER027,2025-08-14,11:47:48,Credit Card,1034,Credit Card,Laptop,10,None,No
TXN008837,CUST0153,MER003,2025-03-25,08:47:24,RTGS,878,Net Banking,Mobile,22,None,No
TXN008838,CUST0726,MER025,2025-09-30,16:56:06,ATM Withdrawal,97973,Net Banking,Mobile,58,None,No
TXN008839,CUST0646,MER013,2025-05-09,05:32:39,Credit Card,82486,Credit Card,Laptop,56,None,No
TXN008840,CUST0366,MER017,2025-09-19,23:20:47,UPI,10443,Credit Card,Laptop,16,None,No
TXN008841,CUST1515,MER033,2025-03-22,08:21:39,RTGS,1636,Credit Card,Mobile,25,None,No
TXN008842,CUST1996,MER034,2025-03-08,19:28:26,Credit Card,2523,UPI,Laptop,23,None,No
TXN008843,CUST0698,MER002,2025-12-25,13:58:49,IMPS,33295,Net Banking,Laptop,21,None,No
TXN008844,CUST0569,MER003,2025-11-11,06:42:45,UPI,4583,Debit Card,Laptop,12,None,No
TXN008845,CUST0090,MER013,2025-07-29,11:11:19,RTGS,6514,UPI,Tablet,15,None,No
TXN008846,CUST0030,MER028,2025-04-02,12:04:33,UPI,4298,Credit Card,Tablet,23,None,No
TXN008847,CUST0744,MER029,2025-10-10,17:59:00,Credit Card,18618,Net Banking,Mobile,19,None,No
TXN008848,CUST0010,MER012,2025-06-30,21:28:08,IMPS,587,Credit Card,Laptop,16,None,No
TXN008849,CUST0810,MER001,2025-07-17,13:42:10,Debit Card,3019,Credit Card,Laptop,12,None,No
TXN008850,CUST1663,MER011,2025-03-19,20:05:12,ATM Withdrawal,399,UPI,Laptop,23,None,No
TXN008851,CUST0688,MER034,2025-11-08,21:39:54,NEFT,80994,Debit Card,Mobile,54,None,No
TXN008852,CUST1686,MER019,2025-02-20,19:34:13,NEFT,10300,Credit Card,Tablet,8,None,No
TXN008853,CUST0644,MER018,2025-08-25,13:44:41,Net Banking,309,Credit Card,Tablet,10,None,No
TXN008854,CUST0581,MER033,2025-02-19,20:05:13,RTGS,6184,Credit Card,Tablet,21,None,No
TXN008855,CUST0355,MER001,2025-08-19,18:35:37,Debit Card,6737,Debit Card,Mobile,16,None,No
TXN008856,CUST0622,MER002,2025-01-18,11:57:05,UPI,2953,UPI,Laptop,20,None,No
TXN008857,CUST0615,MER020,2025-01-18,21:08:36,ATM Withdrawal,80226,Credit Card,Mobile,50,None,No
TXN008858,CUST1627,MER006,2025-08-13,07:06:15,UPI,7979,Debit Card,Tablet,19,None,No
TXN008859,CUST1459,MER010,2025-07-09,13:01:39,IMPS,9871,Credit Card,Mobile,8,None,No
TXN008860,CUST0408,MER021,2025-11-18,14:18:08,UPI,33638,Net Banking,Tablet,20,None,No
TXN008861,CUST0545,MER026,2025-11-17,00:27:57,IMPS,19173,UPI,Tablet,34,None,No
TXN008862,CUST1992,MER025,2025-05-14,01:06:17,IMPS,24207,Debit Card,Tablet,39,None,No
TXN008863,CUST1623,MER017,2025-10-31,16:19:02,RTGS,63964,Debit Card,Mobile,7,None,No
TXN008864,CUST0105,MER006,2025-06-01,22:12:07,RTGS,933,Credit Card,Laptop,6,None,No
TXN008865,CUST1086,MER018,2025-06-14,15:28:56,RTGS,22763,Debit Card,Laptop,13,None,No
TXN008866,CUST0853,MER034,2025-05-15,08:21:27,UPI,7339,Net Banking,Tablet,17,None,No
TXN008867,CUST0421,MER005,2025-09-03,22:26:42,UPI,22868,Credit Card,Mobile,6,None,No
TXN008868,CUST0759,MER028,2025-04-18,18:08:58,RTGS,9839,Debit Card,Mobile,18,None,No
TXN008869,CUST0836,MER006,2025-01-15,04:53:30,Debit Card,76144,Net Banking,Tablet,27,None,No
TXN008870,CUST1797,MER017,2025-12-11,19:21:03,UPI,694,Credit Card,Laptop,17,None,No
TXN008871,CUST0515,MER005,2025-09-14,20:41:15,UPI,26045,Credit Card,Laptop,9,None,No
TXN008872,CUST1405,MER026,2025-09-03,07:42:37,Net Banking,1383,UPI,Tablet,8,None,No
TXN008873,CUST1267,MER030,2025-09-26,19:51:45,RTGS,1568,UPI,Mobile,17,None,No
TXN008874,CUST1105,MER034,2025-04-22,12:33:17,ATM Withdrawal,12502,Debit Card,Tablet,22,None,No
TXN008875,CUST1878,MER008,2025-12-10,19:36:48,Debit Card,26124,UPI,Laptop,22,None,No
TXN008876,CUST0646,MER022,2025-03-09,14:13:41,RTGS,3761,Credit Card,Laptop,14,None,No
TXN008877,CUST1866,MER017,2025-01-07,15:17:05,NEFT,22080,Credit Card,Mobile,12,None,No
TXN008878,CUST1620,MER007,2025-03-17,22:39:48,Debit Card,13596,Net Banking,Laptop,23,None,No
TXN008879,CUST0810,MER031,2025-01-10,07:19:37,NEFT,5830,Credit Card,Laptop,15,None,No
TXN008880,CUST0207,MER026,2025-05-04,02:44:46,ATM Withdrawal,13602,Credit Card,Mobile,29,None,No
TXN008881,CUST1938,MER020,2025-11-11,12:10:29,UPI,5343,UPI,Tablet,6,None,No
TXN008882,CUST1934,MER012,2025-03-22,09:08:47,Net Banking,23604,Net Banking,Tablet,17,None,No
TXN008883,CUST0320,MER019,2025-06-06,08:14:56,UPI,58664,Credit Card,Mobile,21,None,No
TXN008884,CUST1661,MER009,2025-10-21,23:11:30,ATM Withdrawal,9555,Credit Card,Tablet,22,None,No
TXN008885,CUST1106,MER030,2025-09-26,20:02:22,Debit Card,5750,Credit Card,Mobile,10,None,No
TXN008886,CUST1606,MER003,2025-07-10,02:07:17,RTGS,1036,Debit Card,Tablet,34,None,No
TXN008887,CUST1834,MER008,2025-05-30,09:14:41,Credit Card,9554,Credit Card,Mobile,15,None,No
TXN008888,CUST1942,MER017,2025-05-05,20:16:18,ATM Withdrawal,74112,UPI,Laptop,6,None,No
TXN008889,CUST0645,MER013,2025-12-09,12:17:11,IMPS,26933,Debit Card,Mobile,24,None,No
TXN008890,CUST1213,MER004,2025-04-30,12:51:40,NEFT,8077,UPI,Laptop,23,None,No
TXN008891,CUST0118,MER027,2025-06-16,14:04:05,UPI,71782,Debit Card,Laptop,21,None,No
TXN008892,CUST0049,MER007,2025-07-30,14:26:49,Debit Card,1893,Net Banking,Laptop,19,None,No
TXN008893,CUST0963,MER019,2025-06-13,01:12:23,Net Banking,6143,Credit Card,Laptop,31,None,No
TXN008894,CUST0939,MER024,2025-06-09,18:01:52,NEFT,12285,Net Banking,Mobile,6,None,No
TXN008895,CUST1157,MER031,2025-03-16,08:25:06,Debit Card,4135,Credit Card,Laptop,12,None,No
TXN008896,CUST0776,MER002,2025-04-08,19:23:19,UPI,13267,Credit Card,Mobile,5,None,No
TXN008897,CUST1773,MER032,2025-01-21,19:35:10,ATM Withdrawal,7217,Credit Card,Laptop,12,None,No
TXN008898,CUST1806,MER017,2025-12-07,06:59:16,RTGS,3526,UPI,Mobile,9,None,No
TXN008899,CUST1443,MER012,2025-10-27,17:54:26,NEFT,18589,Debit Card,Laptop,18,None,No
TXN008900,CUST0702,MER026,2025-06-26,22:48:48,ATM Withdrawal,1765,Debit Card,Laptop,8,None,No
TXN008901,CUST0425,MER023,2025-06-20,23:21:17,IMPS,2289,Credit Card,Mobile,10,None,No
TXN008902,CUST1040,MER033,2025-09-23,15:11:58,UPI,11668,Credit Card,Tablet,13,None,No
TXN008903,CUST1431,MER002,2025-05-26,03:59:20,RTGS,89343,Credit Card,Laptop,73,SIM Swap,Yes
TXN008904,CUST1438,MER033,2025-05-17,18:21:16,ATM Withdrawal,927,Credit Card,Laptop,14,None,No
TXN008905,CUST0727,MER025,2025-12-10,06:14:13,RTGS,27260,Debit Card,Mobile,24,None,No
TXN008906,CUST0213,MER027,2025-07-17,20:16:02,RTGS,26221,Debit Card,Laptop,23,None,No
TXN008907,CUST0785,MER024,2025-09-04,09:01:19,UPI,3816,UPI,Laptop,19,None,No
TXN008908,CUST1174,MER029,2025-11-12,18:17:03,IMPS,85,Net Banking,Mobile,20,None,No
TXN008909,CUST0194,MER017,2025-04-17,07:18:02,NEFT,1664,UPI,Tablet,6,None,No
TXN008910,CUST0065,MER012,2025-08-15,19:45:48,UPI,978,UPI,Tablet,6,None,No
TXN008911,CUST1927,MER027,2025-10-28,11:09:36,NEFT,21867,Credit Card,Laptop,9,None,No
TXN008912,CUST0206,MER026,2025-12-03,23:46:54,UPI,18013,UPI,Mobile,5,None,No
TXN008913,CUST1356,MER014,2025-08-07,07:54:43,ATM Withdrawal,27568,Credit Card,Mobile,9,None,No
TXN008914,CUST0540,MER029,2025-05-23,07:22:50,NEFT,133,UPI,Tablet,18,None,No
TXN008915,CUST1243,MER001,2025-07-17,12:27:47,IMPS,24631,Net Banking,Laptop,22,None,No
TXN008916,CUST1318,MER021,2025-06-23,05:41:56,ATM Withdrawal,6365,UPI,Tablet,19,None,No
TXN008917,CUST1052,MER014,2025-09-21,23:18:32,Net Banking,23595,UPI,Laptop,22,None,No
TXN008918,CUST1397,MER016,2025-12-10,06:16:16,Debit Card,2393,Credit Card,Mobile,11,None,No
TXN008919,CUST1487,MER023,2025-10-25,04:04:31,RTGS,53615,UPI,Laptop,37,None,No
TXN008920,CUST0962,MER033,2025-09-07,18:28:58,NEFT,11447,UPI,Laptop,16,None,No
TXN008921,CUST0113,MER022,2025-06-08,05:38:27,IMPS,1963,Credit Card,Mobile,16,None,No
TXN008922,CUST0758,MER034,2025-04-21,05:18:28,Debit Card,3279,Debit Card,Laptop,25,None,No
TXN008923,CUST1494,MER012,2025-03-24,20:45:06,RTGS,12752,Credit Card,Tablet,18,None,No
TXN008924,CUST0448,MER003,2025-05-26,17:30:14,UPI,20562,Debit Card,Mobile,8,None,No
TXN008925,CUST0642,MER020,2025-07-22,21:23:16,Debit Card,6543,Net Banking,Laptop,18,None,No
TXN008926,CUST1768,MER004,2025-10-19,08:37:14,Debit Card,703,Net Banking,Laptop,5,None,No
TXN008927,CUST0365,MER018,2025-03-17,09:09:31,Net Banking,14497,Net Banking,Tablet,25,None,No
TXN008928,CUST1451,MER034,2025-01-29,21:30:25,IMPS,2238,Debit Card,Laptop,7,None,No
TXN008929,CUST0243,MER001,2025-03-15,02:50:45,NEFT,83629,Net Banking,Mobile,61,Phishing,Yes
TXN008930,CUST0154,MER017,2025-06-16,16:05:02,Debit Card,20286,Net Banking,Mobile,11,None,No
TXN008931,CUST1870,MER030,2025-09-05,12:11:02,IMPS,21371,Debit Card,Mobile,6,None,No
TXN008932,CUST0970,MER026,2025-03-24,11:36:46,UPI,57194,Debit Card,Laptop,20,None,No
TXN008933,CUST1810,MER004,2025-03-06,08:00:48,RTGS,13873,Debit Card,Tablet,23,None,No
TXN008934,CUST0903,MER021,2025-07-28,16:25:36,Debit Card,855,Credit Card,Laptop,15,None,No
TXN008935,CUST1631,MER018,2025-09-15,00:33:01,UPI,9631,Credit Card,Tablet,40,None,No
TXN008936,CUST1333,MER027,2025-05-09,03:56:38,UPI,11313,Credit Card,Laptop,28,None,No
TXN008937,CUST0338,MER017,2025-12-24,06:50:31,RTGS,1704,Net Banking,Mobile,16,None,No
TXN008938,CUST0894,MER034,2025-05-16,09:52:42,UPI,22057,Debit Card,Laptop,18,None,No
TXN008939,CUST0722,MER009,2025-03-08,17:48:45,ATM Withdrawal,1859,Credit Card,Mobile,5,None,No
TXN008940,CUST0430,MER013,2025-04-22,14:48:04,Net Banking,2016,Debit Card,Laptop,8,None,No
TXN008941,CUST0093,MER009,2025-05-25,07:36:20,UPI,8470,Credit Card,Mobile,24,None,No
TXN008942,CUST1875,MER010,2025-09-13,12:41:00,Credit Card,11191,Debit Card,Laptop,6,None,No
TXN008943,CUST1804,MER005,2025-12-06,06:21:33,UPI,64635,UPI,Laptop,21,None,No
TXN008944,CUST1490,MER029,2025-12-28,10:15:44,RTGS,21686,Debit Card,Laptop,10,None,No
TXN008945,CUST0082,MER008,2025-02-26,06:42:19,RTGS,1876,Debit Card,Tablet,7,None,No
TXN008946,CUST0250,MER001,2025-09-18,00:52:59,Debit Card,13293,Debit Card,Laptop,33,None,No
TXN008947,CUST1858,MER029,2025-09-29,04:28:56,Net Banking,134,UPI,Laptop,35,None,No
TXN008948,CUST1954,MER019,2025-12-15,11:08:39,RTGS,49117,UPI,Tablet,17,None,No
TXN008949,CUST1875,MER004,2025-06-12,04:43:45,NEFT,14503,Debit Card,Laptop,33,None,No
TXN008950,CUST1541,MER034,2025-11-03,15:19:15,NEFT,31816,Debit Card,Tablet,8,None,No
TXN008951,CUST1715,MER002,2025-07-25,20:24:53,Credit Card,1596,Debit Card,Mobile,8,None,No
TXN008952,CUST0269,MER020,2025-06-11,00:52:13,ATM Withdrawal,2023,Debit Card,Mobile,33,None,No
TXN008953,CUST1108,MER024,2025-11-08,08:28:21,Net Banking,20281,Debit Card,Tablet,19,None,No
TXN008954,CUST1760,MER004,2025-10-15,00:38:21,ATM Withdrawal,2589,Credit Card,Tablet,27,None,No
TXN008955,CUST1958,MER030,2025-05-14,14:00:54,UPI,98817,Net Banking,Tablet,56,None,No
TXN008956,CUST0421,MER029,2025-02-19,17:23:31,Debit Card,4724,Credit Card,Mobile,14,None,No
TXN008957,CUST1480,MER001,2025-08-02,05:24:24,ATM Withdrawal,29691,UPI,Tablet,10,None,No
TXN008958,CUST1308,MER034,2025-04-13,20:59:24,UPI,8432,Debit Card,Tablet,21,None,No
TXN008959,CUST0963,MER011,2025-10-06,22:12:44,RTGS,21084,Credit Card,Laptop,13,None,No
TXN008960,CUST1569,MER034,2025-07-09,04:42:40,RTGS,16622,Credit Card,Tablet,28,None,No
TXN008961,CUST1097,MER010,2025-07-31,11:26:04,Net Banking,2629,Net Banking,Tablet,10,None,No
TXN008962,CUST0235,MER020,2025-03-03,13:29:50,IMPS,24905,Debit Card,Tablet,8,None,No
TXN008963,CUST0695,MER034,2025-02-17,22:39:52,ATM Withdrawal,69030,Debit Card,Tablet,25,None,No
TXN008964,CUST1879,MER029,2025-11-26,06:39:37,UPI,44537,Debit Card,Tablet,13,None,No
TXN008965,CUST0491,MER032,2025-04-24,04:55:22,NEFT,1790,Net Banking,Mobile,26,None,No
TXN008966,CUST0486,MER028,2025-09-16,03:00:14,UPI,536,Credit Card,Laptop,45,None,No
TXN008967,CUST0326,MER028,2025-04-09,13:06:29,ATM Withdrawal,11691,UPI,Tablet,23,None,No
TXN008968,CUST1848,MER022,2025-06-18,06:40:32,Debit Card,75130,Credit Card,Laptop,24,None,No
TXN008969,CUST0718,MER003,2025-01-26,19:11:01,UPI,9567,Debit Card,Laptop,8,None,No
TXN008970,CUST0345,MER027,2025-05-17,20:41:23,NEFT,11431,Credit Card,Mobile,18,None,No
TXN008971,CUST0812,MER021,2025-10-19,11:02:54,IMPS,1484,Debit Card,Mobile,14,None,No
TXN008972,CUST0338,MER007,2025-05-12,01:37:33,Credit Card,11445,Net Banking,Mobile,32,None,No
TXN008973,CUST1385,MER014,2025-07-24,14:57:46,Debit Card,6472,Net Banking,Mobile,22,None,No
TXN008974,CUST1454,MER034,2025-05-17,22:30:44,NEFT,86146,Credit Card,Mobile,57,None,No
TXN008975,CUST0923,MER015,2025-08-22,19:49:34,ATM Withdrawal,3875,Debit Card,Laptop,11,None,No
TXN008976,CUST1639,MER031,2025-04-30,23:22:33,RTGS,352,UPI,Mobile,25,None,No
TXN008977,CUST0725,MER002,2025-12-13,06:08:24,UPI,11264,Debit Card,Tablet,6,None,No
TXN008978,CUST1692,MER028,2025-06-16,22:57:24,Debit Card,2221,UPI,Mobile,9,None,No
TXN008979,CUST0876,MER034,2025-10-11,08:32:37,Debit Card,8248,Debit Card,Tablet,12,None,No
TXN008980,CUST1194,MER010,2025-05-09,07:18:06,UPI,10941,UPI,Mobile,21,None,No
TXN008981,CUST1392,MER013,2025-11-23,16:35:59,Debit Card,8537,Net Banking,Mobile,18,None,No
TXN008982,CUST1744,MER007,2025-04-05,13:47:49,Debit Card,2895,Credit Card,Laptop,15,None,No
TXN008983,CUST0785,MER006,2025-03-12,21:24:18,Credit Card,20757,UPI,Laptop,25,None,No
TXN008984,CUST1830,MER024,2025-03-17,22:47:29,Net Banking,27412,Net Banking,Laptop,10,None,No
TXN008985,CUST1241,MER022,2025-11-14,04:13:11,IMPS,11152,UPI,Mobile,26,None,No
TXN008986,CUST1832,MER006,2025-10-23,03:04:06,RTGS,6460,Credit Card,Laptop,36,None,No
TXN008987,CUST1255,MER030,2025-10-25,07:43:36,NEFT,2396,UPI,Laptop,15,None,No
TXN008988,CUST0400,MER027,2025-12-18,17:57:15,Credit Card,51935,Net Banking,Laptop,25,None,No
TXN008989,CUST0258,MER015,2025-02-27,03:45:13,Net Banking,43157,Debit Card,Tablet,27,None,No
TXN008990,CUST1739,MER026,2025-01-11,21:43:06,Net Banking,57286,Credit Card,Mobile,20,None,No
TXN008991,CUST1214,MER028,2025-01-14,06:03:39,Net Banking,312,Debit Card,Laptop,19,None,No
TXN008992,CUST0351,MER034,2025-03-20,22:19:44,NEFT,98674,Net Banking,Tablet,43,None,No
TXN008993,CUST1308,MER022,2025-10-02,03:32:03,IMPS,22386,Debit Card,Tablet,37,None,No
TXN008994,CUST1315,MER024,2025-12-27,07:04:43,Credit Card,64744,Credit Card,Tablet,20,None,No
TXN008995,CUST1412,MER018,2025-12-03,11:06:43,UPI,2289,Net Banking,Tablet,24,None,No
TXN008996,CUST0387,MER030,2025-12-28,02:36:29,Debit Card,32918,Debit Card,Tablet,29,None,No
TXN008997,CUST0171,MER011,2025-08-02,02:52:02,Debit Card,2783,Debit Card,Mobile,37,None,No
TXN008998,CUST1484,MER006,2025-10-18,05:07:23,Credit Card,16043,UPI,Tablet,19,None,No
TXN008999,CUST0863,MER017,2025-08-16,00:31:29,UPI,2918,Net Banking,Tablet,28,None,No
TXN009000,CUST0235,MER004,2025-04-06,12:15:02,Credit Card,23464,Debit Card,Tablet,9,None,No
TXN009001,CUST0017,MER028,2025-11-13,23:53:51,UPI,2841,Net Banking,Mobile,16,None,No
TXN009002,CUST0090,MER008,2025-03-08,08:39:08,NEFT,13278,UPI,Tablet,21,None,No
TXN009003,CUST1078,MER015,2025-03-06,04:43:25,NEFT,2202,Credit Card,Mobile,33,None,No
TXN009004,CUST1562,MER007,2025-06-09,07:13:44,UPI,90579,Credit Card,Laptop,53,None,No
TXN009005,CUST1851,MER007,2025-12-01,21:35:19,IMPS,6426,Net Banking,Laptop,23,None,No
TXN009006,CUST0019,MER025,2025-03-18,23:21:56,RTGS,6582,Credit Card,Mobile,15,None,No
TXN009007,CUST1130,MER010,2025-11-14,08:05:11,IMPS,1224,Debit Card,Mobile,18,None,No
TXN009008,CUST0433,MER031,2025-09-26,05:10:06,UPI,2628,Debit Card,Laptop,9,None,No
TXN009009,CUST1991,MER004,2025-12-10,23:01:43,Debit Card,6590,Debit Card,Tablet,13,None,No
TXN009010,CUST0606,MER028,2025-01-05,11:25:00,IMPS,2327,Net Banking,Laptop,10,None,No
TXN009011,CUST1139,MER031,2025-11-05,23:18:09,Credit Card,5659,Debit Card,Laptop,18,None,No
TXN009012,CUST0247,MER013,2025-04-30,09:20:43,NEFT,21783,Net Banking,Tablet,17,None,No
TXN009013,CUST1229,MER007,2025-07-14,03:49:29,NEFT,758,UPI,Mobile,44,None,No
TXN009014,CUST0343,MER023,2025-11-30,14:27:55,UPI,9589,Net Banking,Mobile,5,None,No
TXN009015,CUST1489,MER019,2025-09-05,02:04:16,Debit Card,2860,Credit Card,Mobile,25,None,No
TXN009016,CUST0997,MER018,2025-01-11,20:39:27,IMPS,15151,UPI,Tablet,24,None,No
TXN009017,CUST1306,MER023,2025-11-16,05:14:42,Net Banking,5792,UPI,Tablet,8,None,No
TXN009018,CUST1302,MER033,2025-08-27,14:28:48,UPI,4145,Credit Card,Mobile,21,None,No
TXN009019,CUST1155,MER029,2025-10-17,17:20:34,UPI,9760,Debit Card,Mobile,18,None,No
TXN009020,CUST1388,MER002,2025-11-28,03:59:21,IMPS,66585,Debit Card,Tablet,45,None,No
TXN009021,CUST1137,MER006,2025-07-03,23:55:15,ATM Withdrawal,12947,Credit Card,Mobile,13,None,No
TXN009022,CUST0565,MER023,2025-05-02,16:44:01,Credit Card,2883,Net Banking,Tablet,21,None,No
TXN009023,CUST1124,MER015,2025-02-22,07:25:09,ATM Withdrawal,10394,Debit Card,Tablet,16,None,No
TXN009024,CUST0709,MER026,2025-10-30,22:44:06,Credit Card,4883,UPI,Tablet,18,None,No
TXN009025,CUST0929,MER005,2025-06-29,03:21:26,RTGS,8866,Credit Card,Mobile,25,None,No
TXN009026,CUST1588,MER026,2025-04-01,12:30:35,Net Banking,13665,Credit Card,Tablet,22,None,No
TXN009027,CUST0284,MER019,2025-07-21,07:18:39,Credit Card,70113,Net Banking,Tablet,21,None,No
TXN009028,CUST1935,MER004,2025-08-28,12:14:31,Credit Card,9574,Net Banking,Laptop,14,None,No
TXN009029,CUST1418,MER031,2025-07-06,03:42:29,RTGS,15618,Net Banking,Mobile,32,None,No
TXN009030,CUST1593,MER020,2025-08-21,09:22:18,RTGS,95603,Net Banking,Tablet,60,Account Takeover,Yes
TXN009031,CUST0227,MER029,2025-02-27,13:14:48,ATM Withdrawal,1686,Debit Card,Tablet,20,None,No
TXN009032,CUST0524,MER033,2025-08-24,04:38:00,Debit Card,73115,Net Banking,Laptop,42,None,No
TXN009033,CUST0471,MER005,2025-08-24,16:03:18,UPI,5316,UPI,Tablet,18,None,No
TXN009034,CUST0311,MER008,2025-09-06,11:49:22,Net Banking,416,Debit Card,Tablet,20,None,No
TXN009035,CUST1395,MER022,2025-01-24,23:29:09,Debit Card,5498,Net Banking,Laptop,14,None,No
TXN009036,CUST1439,MER034,2025-08-19,03:28:44,Debit Card,3342,Net Banking,Laptop,35,None,No
TXN009037,CUST0851,MER017,2025-10-24,03:39:00,NEFT,12210,Debit Card,Tablet,39,None,No
TXN009038,CUST0909,MER029,2025-01-08,09:14:12,ATM Withdrawal,1084,UPI,Tablet,17,None,No
TXN009039,CUST0169,MER020,2025-05-18,10:25:36,Credit Card,2287,Net Banking,Tablet,25,None,No
TXN009040,CUST1375,MER010,2025-08-14,20:56:07,Credit Card,242,Debit Card,Mobile,17,None,No
TXN009041,CUST0355,MER029,2025-08-09,20:29:24,RTGS,11181,Debit Card,Mobile,5,None,No
TXN009042,CUST1142,MER030,2025-09-09,04:08:35,Debit Card,50536,Credit Card,Laptop,25,None,No
TXN009043,CUST1717,MER012,2025-03-10,06:35:31,Net Banking,1049,Net Banking,Laptop,17,None,No
TXN009044,CUST1447,MER002,2025-01-18,13:12:19,UPI,15626,Debit Card,Tablet,24,None,No
TXN009045,CUST0667,MER031,2025-06-22,16:35:59,IMPS,25275,Credit Card,Laptop,13,None,No
TXN009046,CUST0686,MER007,2025-06-01,22:20:28,Net Banking,2720,Debit Card,Mobile,11,None,No
TXN009047,CUST1179,MER032,2025-03-19,17:12:43,ATM Withdrawal,2137,Net Banking,Tablet,11,None,No
TXN009048,CUST0686,MER022,2025-07-16,07:31:06,Credit Card,2687,Debit Card,Mobile,25,None,No
TXN009049,CUST1541,MER003,2025-06-13,02:26:52,IMPS,39349,Debit Card,Tablet,31,None,No
TXN009050,CUST0320,MER007,2025-09-02,08:42:44,Credit Card,95833,Credit Card,Mobile,55,None,No
TXN009051,CUST1721,MER010,2025-04-14,07:23:38,Credit Card,8953,UPI,Laptop,9,None,No
TXN009052,CUST0097,MER005,2025-07-10,06:09:47,Debit Card,2505,Credit Card,Mobile,14,None,No
TXN009053,CUST0821,MER032,2025-07-12,08:50:41,Credit Card,84063,Debit Card,Mobile,50,None,No
TXN009054,CUST1032,MER033,2025-04-14,15:53:11,Net Banking,26224,UPI,Laptop,11,None,No
TXN009055,CUST1251,MER017,2025-06-19,21:22:23,Net Banking,2918,Credit Card,Tablet,23,None,No
TXN009056,CUST0337,MER011,2025-11-02,15:33:20,RTGS,5610,UPI,Laptop,8,None,No
TXN009057,CUST1445,MER029,2025-11-15,08:40:14,Credit Card,1102,UPI,Mobile,20,None,No
TXN009058,CUST1562,MER033,2025-04-27,16:15:16,IMPS,60999,Credit Card,Laptop,14,None,No
TXN009059,CUST0061,MER020,2025-06-13,12:48:34,IMPS,2410,Debit Card,Tablet,6,None,No
TXN009060,CUST1123,MER003,2025-08-10,04:30:35,NEFT,25437,UPI,Tablet,38,None,No
TXN009061,CUST0832,MER023,2025-06-04,22:32:01,UPI,256,Debit Card,Tablet,6,None,No
TXN009062,CUST0569,MER018,2025-04-11,13:52:46,Debit Card,11857,Debit Card,Laptop,11,None,No
TXN009063,CUST0236,MER020,2025-09-23,20:13:40,Net Banking,17835,Debit Card,Laptop,6,None,No
TXN009064,CUST0632,MER028,2025-03-24,03:41:14,Net Banking,821,Net Banking,Tablet,38,None,No
TXN009065,CUST1491,MER013,2025-08-29,18:22:38,UPI,29198,Debit Card,Laptop,8,None,No
TXN009066,CUST0786,MER011,2025-03-08,05:19:19,Debit Card,22948,UPI,Laptop,8,None,No
TXN009067,CUST0537,MER015,2025-01-24,19:33:58,Net Banking,2146,Debit Card,Mobile,11,None,No
TXN009068,CUST0979,MER006,2025-12-21,23:59:08,IMPS,603,UPI,Mobile,17,None,No
TXN009069,CUST1077,MER024,2025-12-06,01:03:06,UPI,11681,Credit Card,Tablet,45,None,No
TXN009070,CUST0964,MER017,2025-10-23,10:02:05,Debit Card,2224,UPI,Mobile,16,None,No
TXN009071,CUST0474,MER002,2025-08-04,06:38:29,Net Banking,155,UPI,Laptop,22,None,No
TXN009072,CUST1512,MER022,2025-08-21,20:08:39,Credit Card,1111,UPI,Tablet,21,None,No
TXN009073,CUST0107,MER008,2025-08-19,18:26:38,Net Banking,843,UPI,Tablet,24,None,No
TXN009074,CUST0485,MER015,2025-03-28,13:34:10,Credit Card,9542,UPI,Mobile,25,None,No
TXN009075,CUST0386,MER024,2025-02-03,10:28:49,IMPS,1109,UPI,Mobile,23,None,No
TXN009076,CUST1443,MER022,2025-12-16,08:07:21,ATM Withdrawal,21887,Debit Card,Laptop,17,None,No
TXN009077,CUST1139,MER010,2025-01-07,06:38:53,ATM Withdrawal,740,Debit Card,Laptop,22,None,No
TXN009078,CUST1864,MER004,2025-06-05,12:56:20,Credit Card,2299,Net Banking,Mobile,8,None,No
TXN009079,CUST0270,MER015,2025-03-26,02:07:45,RTGS,3883,Net Banking,Laptop,27,None,No
TXN009080,CUST0625,MER006,2025-03-10,07:50:31,UPI,2655,Net Banking,Mobile,16,None,No
TXN009081,CUST0230,MER027,2025-04-28,04:09:05,Net Banking,17562,UPI,Mobile,32,None,No
TXN009082,CUST1496,MER024,2025-09-02,21:16:50,Net Banking,91129,Debit Card,Mobile,41,None,No
TXN009083,CUST1322,MER003,2025-06-10,12:33:51,Debit Card,50079,Credit Card,Tablet,9,None,No
TXN009084,CUST1646,MER018,2025-02-02,15:52:28,UPI,31825,Net Banking,Mobile,22,None,No
